,ToZone,Trips,Hour
1052,100566,463.537637,h11
1053,100569,167.534798,h11
1054,100570,174.791329,h11
1055,100571,95.758896,h11
1056,100572,316.985709,h11
1057,100573,498.431883,h11
1058,100574,749.001924,h11
1059,100575,758.327846,h11
1060,100576,285.850308,h11
1061,100577,366.902287,h11
1062,100578,842.703311,h11
1063,100579,182.387294,h11
1064,100580,727.478975,h11
1065,100581,1522.73896,h11
1066,100582,609.548579,h11
1067,100583,151.508685,h11
1068,100584,1397.440126,h11
1069,100585,15.010108,h11
1070,100586,363.391587,h11
1071,100587,1571.628141,h11
1072,100598,671.223872,h11
1073,100667,474.531424,h11
1074,100668,175.369083,h11
1075,100669,271.35456,h11
1076,100793,135.755917,h11
1077,100799,958.72033,h11
1078,101258,452.700193,h11
1079,101260,874.846731,h11
1080,100439,1460.885384,h12
1081,100505,685.916354,h12
1082,100506,342.678883,h12
1083,100507,76.734819,h12
1084,100508,425.160418,h12
1085,100509,1174.720217,h12
1086,100510,416.300354,h12
1087,100511,351.657596,h12
1088,100512,463.966901,h12
1089,100513,257.784332,h12
1090,100514,950.511242,h12
1091,100515,616.453328,h12
1092,100516,547.730589,h12
1093,100517,804.425435,h12
1094,100518,1931.019098,h12
1095,100519,624.478109,h12
1096,100520,592.998205,h12
1097,100521,1320.453769,h12
1098,100522,968.403966,h12
1099,100523,474.439823,h12
1100,100524,291.805783,h12
1101,100525,385.694165,h12
1102,100526,578.874026,h12
1103,100527,815.134368,h12
1104,100528,627.434556,h12
1105,100529,431.005044,h12
1106,100530,555.210213,h12
1107,100531,420.514885,h12
1108,100532,468.449253,h12
1109,100533,558.128148,h12
1110,100534,730.603211,h12
1111,100535,954.012701,h12
1112,100536,706.0019,h12
1113,100537,127.866785,h12
1114,100538,1985.64103,h12
1115,100539,1168.229885,h12
1116,100540,655.005702,h12
1117,100541,1452.804279,h12
1118,100542,188.019426,h12
1119,100543,368.428943,h12
1120,100544,1624.367022,h12
1121,100545,2016.706341,h12
1122,100546,277.48442,h12
1123,100547,897.674437,h12
1124,100548,1301.767335,h12
1125,100549,924.186701,h12
1126,100550,140.218305,h12
1127,100551,17.152812,h12
1128,100552,43.377835,h12
1129,100553,54.142052,h12
1130,100554,306.337472,h12
1131,100555,678.835487,h12
1132,100556,98.791535,h12
1133,100557,1105.107952,h12
1134,100558,947.108354,h12
1135,100559,642.643439,h12
1136,100560,48.081341,h12
1137,100561,129.470122,h12
1138,100562,312.412894,h12
1139,100563,951.198701,h12
1140,100564,6.161455,h12
1141,100565,1430.468039,h12
1142,100566,541.415187,h12
1143,100569,186.313767,h12
1144,100570,190.561159,h12
1145,100571,104.38124,h12
1146,100572,173.062329,h12
1147,100573,555.624635,h12
1148,100574,866.211015,h12
1149,100575,861.302989,h12
1150,100576,276.187446,h12
1151,100577,349.155279,h12
1152,100578,948.743254,h12
1153,100579,196.486402,h12
1154,100580,885.915869,h12
1155,100581,1556.663919,h12
1156,100582,624.354885,h12
1157,100583,156.622278,h12
1158,100584,1430.47644,h12
1159,100585,14.215487,h12
1160,100586,386.734487,h12
1161,100587,1503.564217,h12
1162,100598,845.244469,h12
1163,100667,574.084814,h12
1164,100668,276.907672,h12
1165,100669,311.695002,h12
1166,100793,118.11669,h12
1167,100799,1181.158402,h12
1168,101258,492.34778,h12
1169,101260,1093.189645,h12
1170,100439,1443.576861,h13
1171,100505,731.115417,h13
1172,100506,401.644169,h13
1173,100507,76.197393,h13
1174,100508,588.018205,h13
1175,100509,1398.769703,h13
1176,100510,500.495224,h13
1177,100511,439.600726,h13
1178,100512,530.919918,h13
1179,100513,310.967059,h13
1180,100514,1119.881828,h13
1181,100515,723.208272,h13
1182,100516,659.752079,h13
1183,100517,1000.047499,h13
1184,100518,1957.486442,h13
1185,100519,573.194102,h13
1186,100520,626.497752,h13
1187,100521,1301.420922,h13
1188,100522,1148.025055,h13
1189,100523,586.11505,h13
1190,100524,357.275083,h13
1191,100525,492.838956,h13
1192,100526,749.112646,h13
1193,100527,934.831812,h13
1194,100528,791.341918,h13
1195,100529,546.1113,h13
1196,100530,690.019704,h13
1197,100531,524.363701,h13
1198,100532,567.777547,h13
1199,100533,627.095906,h13
1200,100534,894.806382,h13
1201,100535,1135.609309,h13
1202,100536,865.628753,h13
1203,100537,137.081117,h13
1204,100538,1897.082629,h13
1205,100539,1214.674244,h13
1206,100540,630.129935,h13
1207,100541,1504.913572,h13
1208,100542,200.647247,h13
1209,100543,396.402026,h13
1210,100544,1623.315798,h13
1211,100545,2250.507057,h13
1212,100546,325.618598,h13
1213,100547,1088.392721,h13
1214,100548,1664.404638,h13
1215,100549,928.166044,h13
1216,100550,156.688724,h13
1217,100551,24.368907,h13
1218,100552,65.204521,h13
1219,100553,71.600645,h13
1220,100554,351.99699,h13
1221,100555,781.778947,h13
1222,100556,110.09935,h13
1223,100557,1324.096551,h13
1224,100558,828.514302,h13
1225,100559,735.093999,h13
1226,100560,51.543042,h13
1227,100561,126.41209,h13
1228,100562,351.326778,h13
1229,100563,1263.527083,h13
1230,100564,7.731425,h13
1231,100565,1851.623227,h13
1232,100566,675.880479,h13
1233,100569,231.492239,h13
1234,100570,221.866098,h13
1235,100571,116.27885,h13
1236,100572,198.958719,h13
1237,100573,674.912434,h13
1238,100574,1011.300899,h13
1239,100575,1009.224027,h13
1240,100576,292.206437,h13
1241,100577,358.895728,h13
1242,100578,1079.535984,h13
1243,100579,213.255167,h13
1244,100580,1016.898878,h13
1245,100581,1792.266555,h13
1246,100582,703.023094,h13
1247,100583,165.448055,h13
1248,100584,1506.523626,h13
1249,100585,20.170492,h13
1250,100586,440.111337,h13
1251,100587,1514.363779,h13
1252,100598,1094.425762,h13
1253,100667,665.444142,h13
1254,100668,328.223225,h13
1255,100669,375.819111,h13
1256,100793,122.305526,h13
1257,100799,1358.203781,h13
1258,101258,473.652682,h13
1259,101260,1259.000689,h13
1260,100439,1321.050637,h14
1261,100505,739.790866,h14
1262,100506,419.910864,h14
1263,100507,92.943062,h14
1264,100508,635.080012,h14
1265,100509,1679.073704,h14
1266,100510,555.491551,h14
1267,100511,464.66694,h14
1268,100512,572.134789,h14
1269,100513,327.833869,h14
1270,100514,1191.939666,h14
1271,100515,759.494952,h14
1272,100516,712.377684,h14
1273,100517,1193.162135,h14
1274,100518,1993.887278,h14
1275,100519,556.582252,h14
1276,100520,627.783308,h14
1277,100521,1252.771816,h14
1278,100522,1261.787162,h14
1279,100523,571.148694,h14
1280,100524,358.362767,h14
1281,100525,478.014105,h14
1282,100526,781.737897,h14
1283,100527,982.833232,h14
1284,100528,683.940896,h14
1285,100529,472.160353,h14
1286,100530,697.568246,h14
1287,100531,482.563301,h14
1288,100532,627.501304,h14
1289,100533,694.151107,h14
1290,100534,1028.771454,h14
1291,100535,1284.719478,h14
1292,100536,915.183257,h14
1293,100537,132.324143,h14
1294,100538,1811.688743,h14
1295,100539,1150.091214,h14
1296,100540,679.349324,h14
1297,100541,1556.561012,h14
1298,100542,187.484318,h14
1299,100543,349.745965,h14
1300,100544,1514.095631,h14
1301,100545,2167.981555,h14
1302,100546,312.948639,h14
1303,100547,1001.356118,h14
1304,100548,1515.081824,h14
1305,100549,870.27112,h14
1306,100550,165.555373,h14
1307,100551,28.011151,h14
1308,100552,62.591444,h14
1309,100553,76.029535,h14
1310,100554,344.449657,h14
1311,100555,798.770847,h14
1312,100556,100.126009,h14
1313,100557,1229.237435,h14
1314,100558,1076.405702,h14
1315,100559,750.956569,h14
1316,100560,65.685898,h14
1317,100561,139.420916,h14
1318,100562,327.636742,h14
1319,100563,1452.490078,h14
1320,100564,8.431081,h14
1321,100565,1927.177557,h14
1322,100566,752.590208,h14
1323,100569,242.873744,h14
1324,100570,231.77821,h14
1325,100571,136.172324,h14
1326,100572,229.506319,h14
1327,100573,703.454267,h14
1328,100574,1044.07418,h14
1329,100575,1181.253105,h14
1330,100576,304.862427,h14
1331,100577,397.994413,h14
1332,100578,1121.899444,h14
1333,100579,226.932843,h14
1334,100580,1194.895447,h14
1335,100581,1893.322057,h14
1336,100582,661.13905,h14
1337,100583,174.853595,h14
1338,100584,1530.616027,h14
1339,100585,23.17622,h14
1340,100586,497.866665,h14
1341,100587,1513.50788,h14
1342,100598,1228.77283,h14
1343,100667,727.514356,h14
1344,100668,360.723676,h14
1345,100669,483.82362,h14
1346,100793,121.913767,h14
1347,100799,1567.047952,h14
1348,101258,510.642951,h14
1349,101260,1286.36953,h14
1350,100439,1464.768758,h15
1351,100505,711.462442,h15
1352,100506,450.441878,h15
1353,100507,103.730895,h15
1354,100508,838.275512,h15
1355,100509,2236.214191,h15
1356,100510,563.216071,h15
1357,100511,479.186446,h15
1358,100512,596.416367,h15
1359,100513,363.073996,h15
1360,100514,1287.089998,h15
1361,100515,702.185064,h15
1362,100516,760.160943,h15
1363,100517,1510.509305,h15
1364,100518,2017.188328,h15
1365,100519,516.931963,h15
1366,100520,1226.910518,h15
1367,100521,1267.286936,h15
1368,100522,1413.367185,h15
1369,100523,589.503063,h15
1370,100524,384.347232,h15
1371,100525,517.420313,h15
1372,100526,794.276968,h15
1373,100527,1092.225124,h15
1374,100528,762.53559,h15
1375,100529,482.104689,h15
1376,100530,809.940418,h15
1377,100531,513.364992,h15
1378,100532,662.172108,h15
1379,100533,687.919361,h15
1380,100534,1170.498039,h15
1381,100535,1503.55596,h15
1382,100536,1123.324321,h15
1383,100537,145.50742,h15
1384,100538,1797.037696,h15
1385,100539,1087.928376,h15
1386,100540,646.947931,h15
1387,100541,1515.772902,h15
1388,100542,214.784833,h15
1389,100543,379.209356,h15
1390,100544,1548.444564,h15
1391,100545,2287.158306,h15
1392,100546,291.018888,h15
1393,100547,1022.908562,h15
1394,100548,1549.052976,h15
1395,100549,805.897959,h15
1396,100550,165.671607,h15
1397,100551,30.741764,h15
1398,100552,61.165647,h15
1399,100553,68.04113,h15
1400,100554,418.565772,h15
1401,100555,905.697373,h15
1402,100556,85.916552,h15
1403,100557,1525.014918,h15
1404,100558,1033.003291,h15
1405,100559,993.668979,h15
1406,100560,75.489634,h15
1407,100561,124.339961,h15
1408,100562,227.464971,h15
1409,100563,2031.804895,h15
1410,100564,11.523466,h15
1411,100565,2455.214366,h15
1412,100566,1029.186367,h15
1413,100569,291.732868,h15
1414,100570,275.692047,h15
1415,100571,175.424442,h15
1416,100572,233.752123,h15
1417,100573,948.95312,h15
1418,100574,1229.793488,h15
1419,100575,1445.322757,h15
1420,100576,336.302029,h15
1421,100577,387.943201,h15
1422,100578,1348.587327,h15
1423,100579,266.549846,h15
1424,100580,1612.204501,h15
1425,100581,2231.565095,h15
1426,100582,823.74451,h15
1427,100583,191.506638,h15
1428,100584,1704.765744,h15
1429,100585,20.024525,h15
1430,100586,616.548326,h15
1431,100587,1490.732271,h15
1432,100598,1598.875398,h15
1433,100667,836.761384,h15
1434,100668,361.379819,h15
1435,100669,648.429308,h15
1436,100793,156.538729,h15
1437,100799,1705.697233,h15
1438,101258,498.74096,h15
1439,101260,1546.553322,h15
1440,100439,1436.931028,h16
1441,100505,738.035948,h16
1442,100506,519.137014,h16
1443,100507,90.860049,h16
1444,100508,775.090489,h16
1445,100509,2215.756754,h16
1446,100510,609.505511,h16
1447,100511,510.067159,h16
1448,100512,662.322302,h16
1449,100513,372.398709,h16
1450,100514,1368.509716,h16
1451,100515,745.879305,h16
1452,100516,832.670665,h16
1453,100517,1562.881571,h16
1454,100518,2183.366959,h16
1455,100519,510.901662,h16
1456,100520,661.742245,h16
1457,100521,1144.857874,h16
1458,100522,1548.651575,h16
1459,100523,645.575648,h16
1460,100524,427.95639,h16
1461,100525,508.095813,h16
1462,100526,877.510747,h16
1463,100527,1081.587443,h16
1464,100528,743.5732,h16
1465,100529,470.787903,h16
1466,100530,872.435805,h16
1467,100531,465.307143,h16
1468,100532,689.10387,h16
1469,100533,711.085226,h16
1470,100534,1243.841197,h16
1471,100535,1537.192739,h16
1472,100536,1137.980306,h16
1473,100537,150.009901,h16
1474,100538,1799.659064,h16
1475,100539,1101.713492,h16
1476,100540,763.287992,h16
1477,100541,1498.302122,h16
1478,100542,234.806789,h16
1479,100543,388.436931,h16
1480,100544,1689.690225,h16
1481,100545,2328.947221,h16
1482,100546,291.394445,h16
1483,100547,1068.830203,h16
1484,100548,1639.589635,h16
1485,100549,733.117803,h16
1486,100550,157.682898,h16
1487,100551,35.632518,h16
1488,100552,56.871891,h16
1489,100553,73.453109,h16
1490,100554,403.236331,h16
1491,100555,890.6321,h16
1492,100556,70.488796,h16
1493,100557,1524.791397,h16
1494,100558,991.673466,h16
1495,100559,964.694209,h16
1496,100560,65.460802,h16
1497,100561,112.056876,h16
1498,100562,212.382528,h16
1499,100563,1871.289091,h16
1500,100564,10.411004,h16
1501,100565,2428.017129,h16
1502,100566,1076.993564,h16
1503,100569,295.938366,h16
1504,100570,275.529306,h16
1505,100571,168.282819,h16
1506,100572,249.362739,h16
1507,100573,1026.952807,h16
1508,100574,1247.230305,h16
1509,100575,1552.382051,h16
1510,100576,332.538591,h16
1511,100577,400.431048,h16
1512,100578,1372.411129,h16
1513,100579,270.999966,h16
1514,100580,1659.39248,h16
1515,100581,2247.480961,h16
1516,100582,886.515846,h16
1517,100583,190.682142,h16
1518,100584,1827.015723,h16
1519,100585,23.190905,h16
1520,100586,679.495438,h16
1521,100587,1490.807178,h16
1522,100598,1581.442087,h16
1523,100667,827.901535,h16
1524,100668,395.945717,h16
1525,100669,518.438453,h16
1526,100793,164.807013,h16
1527,100799,1819.753726,h16
1528,101258,588.414872,h16
1529,101260,1520.824056,h16
1530,100439,1149.733365,h17
1531,100505,665.870527,h17
1532,100506,488.64082,h17
1533,100507,80.351883,h17
1534,100508,674.327406,h17
1535,100509,2001.091578,h17
1536,100510,549.058459,h17
1537,100511,489.978822,h17
1538,100512,609.646719,h17
1539,100513,325.814626,h17
1540,100514,1265.071434,h17
1541,100515,675.819853,h17
1542,100516,736.179861,h17
1543,100517,1348.988153,h17
1544,100518,2037.810743,h17
1545,100519,405.276273,h17
1546,100520,577.107125,h17
1547,100521,921.875088,h17
1548,100522,1348.490856,h17
1549,100523,580.98357,h17
1550,100524,379.694315,h17
1551,100525,474.298381,h17
1552,100526,778.199692,h17
1553,100527,995.106245,h17
1554,100528,642.862758,h17
1555,100529,407.765696,h17
1556,100530,671.345944,h17
1557,100531,419.282779,h17
1558,100532,609.471344,h17
1559,100533,681.083559,h17
1560,100534,1072.657661,h17
1561,100535,1363.873231,h17
1562,100536,1025.810987,h17
1563,100537,129.242371,h17
1564,100538,1512.871582,h17
1565,100539,924.964349,h17
1566,100540,684.228851,h17
1567,100541,1254.045395,h17
1568,100542,191.776407,h17
1569,100543,371.423336,h17
1570,100544,1449.248801,h17
1571,100545,2001.006094,h17
1572,100546,249.578108,h17
1573,100547,957.633664,h17
1574,100548,1355.959652,h17
1575,100549,649.030775,h17
1576,100550,143.389344,h17
1577,100551,29.984604,h17
1578,100552,50.390353,h17
1579,100553,67.035734,h17
1580,100554,364.967957,h17
1581,100555,791.030671,h17
1582,100556,54.737265,h17
1583,100557,1162.005711,h17
1584,100558,876.416388,h17
1585,100559,752.293388,h17
1586,100560,65.233783,h17
1587,100561,101.073241,h17
1588,100562,214.355507,h17
1589,100563,1655.282223,h17
1590,100564,9.437241,h17
1591,100565,2065.296036,h17
1592,100566,926.359913,h17
1593,100569,285.828689,h17
1594,100570,238.059247,h17
1595,100571,139.897521,h17
1596,100572,220.513414,h17
1597,100573,883.681046,h17
1598,100574,1088.894124,h17
1599,100575,1349.30477,h17
1600,100576,310.475857,h17
1601,100577,350.589977,h17
1602,100578,1232.068397,h17
1603,100579,255.153658,h17
1604,100580,1450.486062,h17
1605,100581,1912.9034,h17
1606,100582,819.257049,h17
1607,100583,165.811538,h17
1608,100584,1623.523301,h17
1609,100585,19.534319,h17
1610,100586,586.427516,h17
1611,100587,1297.949792,h17
1612,100598,1347.972505,h17
1613,100667,716.707614,h17
1614,100668,344.80357,h17
1615,100669,482.006443,h17
1616,100793,147.172586,h17
1617,100799,1608.970727,h17
1618,101258,527.476774,h17
1619,101260,1350.71951,h17
1620,100439,1089.245559,h18
1621,100505,619.378452,h18
1622,100506,499.834247,h18
1623,100507,96.940097,h18
1624,100508,695.319871,h18
1625,100509,1768.617495,h18
1626,100510,513.220808,h18
1627,100511,472.756761,h18
1628,100512,562.869759,h18
1629,100513,301.724839,h18
1630,100514,1199.767126,h18
1631,100515,648.356385,h18
1632,100516,658.693557,h18
1633,100517,1175.624102,h18
1634,100518,1899.761891,h18
1635,100519,376.61383,h18
1636,100520,528.154638,h18
1637,100521,711.568441,h18
1638,100522,1259.80432,h18
1639,100523,585.549752,h18
1640,100524,359.86402,h18
1641,100525,489.112191,h18
1642,100526,760.773872,h18
1643,100527,954.665583,h18
1644,100528,582.38673,h18
1645,100529,369.785499,h18
1646,100530,642.002217,h18
1647,100531,384.429553,h18
1648,100532,569.130826,h18
1649,100533,622.764986,h18
1650,100534,946.334703,h18
1651,100535,1252.274965,h18
1652,100536,959.589581,h18
1653,100537,115.480891,h18
1654,100538,1322.780945,h18
1655,100539,843.192628,h18
1656,100540,711.886523,h18
1657,100541,1133.142997,h18
1658,100542,172.282735,h18
1659,100543,328.506346,h18
1660,100544,1265.442301,h18
1661,100545,1791.929941,h18
1662,100546,224.309556,h18
1663,100547,925.673846,h18
1664,100548,1274.772319,h18
1665,100549,627.837103,h18
1666,100550,135.233423,h18
1667,100551,30.822559,h18
1668,100552,48.696188,h18
1669,100553,76.136886,h18
1670,100554,337.889338,h18
1671,100555,748.39442,h18
1672,100556,50.08338,h18
1673,100557,1141.696429,h18
1674,100558,1088.553527,h18
1675,100559,687.18984,h18
1676,100560,59.5791,h18
1677,100561,98.057965,h18
1678,100562,221.56786,h18
1679,100563,1624.4035,h18
1680,100564,8.72325,h18
1681,100565,1899.023196,h18
1682,100566,866.666237,h18
1683,100569,280.445659,h18
1684,100570,230.574209,h18
1685,100571,153.401058,h18
1686,100572,229.634276,h18
1687,100573,796.027937,h18
1688,100574,994.892069,h18
1689,100575,1269.467345,h18
1690,100576,314.216132,h18
1691,100577,342.064457,h18
1692,100578,1145.999865,h18
1693,100579,241.882106,h18
1694,100580,1926.301163,h18
1695,100581,1733.649108,h18
1696,100582,801.708716,h18
1697,100583,164.046117,h18
1698,100584,1514.372016,h18
1699,100585,20.076833,h18
1700,100586,559.35998,h18
1701,100587,1504.260662,h18
1702,100598,1271.190486,h18
1703,100667,665.313794,h18
1704,100668,322.143677,h18
1705,100669,396.76257,h18
1706,100793,139.156027,h18
1707,100799,1675.610851,h18
1708,101258,548.795068,h18
1709,101260,1277.903076,h18
1710,100439,850.814456,h19
1711,100505,548.074583,h19
1712,100506,439.501862,h19
1713,100507,83.962473,h19
1714,100508,707.210346,h19
1715,100509,1588.517727,h19
1716,100510,480.788914,h19
1717,100511,451.534324,h19
1718,100512,540.870126,h19
1719,100513,266.617501,h19
1720,100514,1154.476131,h19
1721,100515,608.532628,h19
1722,100516,601.281695,h19
1723,100517,1009.870556,h19
1724,100518,1688.042291,h19
1725,100519,302.309331,h19
1726,100520,466.588489,h19
1727,100521,572.297574,h19
1728,100522,1180.511865,h19
1729,100523,565.415814,h19
1730,100524,361.906841,h19
1731,100525,501.653881,h19
1732,100526,721.318049,h19
1733,100527,873.909641,h19
1734,100528,588.369613,h19
1735,100529,386.945495,h19
1736,100530,668.58659,h19
1737,100531,385.585392,h19
1738,100532,498.707063,h19
1739,100533,537.639582,h19
1740,100534,831.309332,h19
1741,100535,1136.646569,h19
1742,100536,873.867244,h19
1743,100537,89.168446,h19
1744,100538,1216.616772,h19
1745,100539,1001.227772,h19
1746,100540,623.856389,h19
1747,100541,1057.037691,h19
1748,100542,160.926657,h19
1749,100543,284.231584,h19
1750,100544,1148.812472,h19
1751,100545,1530.767885,h19
1752,100546,228.166061,h19
1753,100547,914.046669,h19
1754,100548,1151.5876,h19
1755,100549,557.7793,h19
1756,100550,127.472326,h19
1757,100551,29.967597,h19
1758,100552,52.431557,h19
1759,100553,61.848652,h19
1760,100554,346.593661,h19
1761,100555,723.494624,h19
1762,100556,44.182624,h19
1763,100557,1053.302437,h19
1764,100558,853.337898,h19
1765,100559,628.375891,h19
1766,100560,59.576178,h19
1767,100561,89.658421,h19
1768,100562,179.825398,h19
1769,100563,1502.635177,h19
1770,100564,7.169694,h19
1771,100565,1658.42973,h19
1772,100566,750.378618,h19
1773,100569,256.981311,h19
1774,100570,191.067192,h19
1775,100571,134.626655,h19
1776,100572,168.14976,h19
1777,100573,718.931588,h19
1778,100574,925.933226,h19
1779,100575,1148.731873,h19
1780,100576,360.088429,h19
1781,100577,346.996232,h19
1782,100578,1036.194766,h19
1783,100579,217.287952,h19
1784,100580,1157.247457,h19
1785,100581,1587.325344,h19
1786,100582,693.753305,h19
1787,100583,149.561658,h19
1788,100584,1399.480788,h19
1789,100585,15.867563,h19
1790,100586,498.803823,h19
1791,100587,1157.5262,h19
1792,100598,1231.613462,h19
1793,100667,639.303961,h19
1794,100668,243.014286,h19
1795,100669,358.571352,h19
1796,100793,165.161991,h19
1797,100799,1414.789546,h19
1798,101258,579.188585,h19
1799,101260,1195.13183,h19
1800,100439,815.450609,h20
1801,100505,489.883376,h20
1802,100506,402.918183,h20
1803,100507,64.853338,h20
1804,100508,567.714459,h20
1805,100509,1321.390772,h20
1806,100510,429.001559,h20
1807,100511,389.250137,h20
1808,100512,498.46895,h20
1809,100513,231.709205,h20
1810,100514,1042.860336,h20
1811,100515,552.902616,h20
1812,100516,539.513656,h20
1813,100517,890.541525,h20
1814,100518,1786.63214,h20
1815,100519,253.485911,h20
1816,100520,414.540324,h20
1817,100521,495.181602,h20
1818,100522,1057.638307,h20
1819,100523,458.407476,h20
1820,100524,319.931398,h20
1821,100525,427.26922,h20
1822,100526,627.649181,h20
1823,100527,738.781942,h20
1824,100528,521.037259,h20
1825,100529,344.111773,h20
1826,100530,616.102964,h20
1827,100531,358.964541,h20
1828,100532,463.974471,h20
1829,100533,513.748339,h20
1830,100534,739.148817,h20
1831,100535,1035.021491,h20
1832,100536,745.69929,h20
1833,100537,77.242633,h20
1834,100538,1159.8487,h20
1835,100539,896.129766,h20
1836,100540,460.766683,h20
1837,100541,924.686117,h20
1838,100542,120.144786,h20
1839,100543,223.457565,h20
1840,100544,1025.758099,h20
1841,100545,1323.104427,h20
1842,100546,196.897712,h20
1843,100547,799.198185,h20
1844,100548,990.144217,h20
1845,100549,489.017397,h20
1846,100550,107.213347,h20
1847,100551,24.34235,h20
1848,100552,38.583672,h20
1849,100553,59.033451,h20
1850,100554,285.553394,h20
1851,100555,560.446975,h20
1852,100556,37.77398,h20
1853,100557,821.511112,h20
1854,100558,945.203602,h20
1855,100559,518.095598,h20
1856,100560,52.057892,h20
1857,100561,71.571171,h20
1858,100562,137.018529,h20
1859,100563,1214.353129,h20
1860,100564,8.722443,h20
1861,100565,1411.473771,h20
1862,100566,589.897025,h20
1863,100569,209.398546,h20
1864,100570,161.539814,h20
1865,100571,95.484194,h20
1866,100572,119.978349,h20
1867,100573,542.385832,h20
1868,100574,754.274682,h20
1869,100575,873.547299,h20
1870,100576,303.081861,h20
1871,100577,287.236805,h20
1872,100578,834.454947,h20
1873,100579,169.945664,h20
1874,100580,958.681446,h20
1875,100581,1274.435006,h20
1876,100582,522.54574,h20
1877,100583,137.378297,h20
1878,100584,1164.983053,h20
1879,100585,12.919873,h20
1880,100586,402.734526,h20
1881,100587,950.814499,h20
1882,100598,1013.915225,h20
1883,100667,515.027594,h20
1884,100668,217.748681,h20
1885,100669,305.238575,h20
1886,100793,141.766639,h20
1887,100799,1008.747479,h20
1888,101258,427.782475,h20
1889,101260,925.744733,h20
1890,100439,620.974966,h21
1891,100505,403.878393,h21
1892,100506,343.948126,h21
1893,100507,51.278508,h21
1894,100508,498.727637,h21
1895,100509,1085.745519,h21
1896,100510,364.45289,h21
1897,100511,355.739292,h21
1898,100512,404.013149,h21
1899,100513,198.755282,h21
1900,100514,889.772179,h21
1901,100515,478.374859,h21
1902,100516,504.01367,h21
1903,100517,1411.500189,h21
1904,100518,1434.374805,h21
1905,100519,192.782834,h21
1906,100520,365.931101,h21
1907,100521,413.662545,h21
1908,100522,968.214746,h21
1909,100523,377.606501,h21
1910,100524,246.225722,h21
1911,100525,408.369622,h21
1912,100526,569.872657,h21
1913,100527,610.785935,h21
1914,100528,464.811571,h21
1915,100529,307.787379,h21
1916,100530,602.546445,h21
1917,100531,312.694377,h21
1918,100532,413.160134,h21
1919,100533,438.983638,h21
1920,100534,653.454268,h21
1921,100535,885.455723,h21
1922,100536,614.096906,h21
1923,100537,62.236118,h21
1924,100538,915.670154,h21
1925,100539,708.163079,h21
1926,100540,316.28874,h21
1927,100541,732.384963,h21
1928,100542,86.990751,h21
1929,100543,177.752905,h21
1930,100544,828.809371,h21
1931,100545,1077.703093,h21
1932,100546,162.509206,h21
1933,100547,707.61983,h21
1934,100548,837.288322,h21
1935,100549,420.909684,h21
1936,100550,102.827866,h21
1937,100551,23.526622,h21
1938,100552,34.380972,h21
1939,100553,49.598701,h21
1940,100554,240.102164,h21
1941,100555,427.977892,h21
1942,100556,33.255597,h21
1943,100557,635.631914,h21
1944,100558,1098.620979,h21
1945,100559,393.713331,h21
1946,100560,33.217713,h21
1947,100561,56.566422,h21
1948,100562,112.229218,h21
1949,100563,907.424454,h21
1950,100564,5.525273,h21
1951,100565,1122.830992,h21
1952,100566,466.008103,h21
1953,100569,166.888862,h21
1954,100570,118.152515,h21
1955,100571,35.091293,h21
1956,100572,68.218455,h21
1957,100573,398.747931,h21
1958,100574,573.528379,h21
1959,100575,671.607419,h21
1960,100576,186.883026,h21
1961,100577,189.635611,h21
1962,100578,627.108182,h21
1963,100579,119.200629,h21
1964,100580,743.178735,h21
1965,100581,972.996804,h21
1966,100582,401.401965,h21
1967,100583,113.614214,h21
1968,100584,818.113901,h21
1969,100585,12.492422,h21
1970,100586,270.049535,h21
1971,100587,880.543623,h21
1972,100598,831.700252,h21
1973,100667,463.306211,h21
1974,100668,199.361145,h21
1975,100669,286.422216,h21
1976,100793,96.074078,h21
1977,100799,572.457671,h21
1978,101258,293.654807,h21
1979,101260,706.879496,h21
1980,100439,687.484543,h22
1981,100505,323.494081,h22
1982,100506,262.315493,h22
1983,100507,54.153356,h22
1984,100508,505.217669,h22
1985,100509,939.138209,h22
1986,100510,271.9776,h22
1987,100511,288.397797,h22
1988,100512,322.984129,h22
1989,100513,170.685827,h22
1990,100514,684.848634,h22
1991,100515,387.07175,h22
1992,100516,427.676381,h22
1993,100517,695.392908,h22
1994,100518,1113.78724,h22
1995,100519,159.708868,h22
1996,100520,304.892307,h22
1997,100521,316.837048,h22
1998,100522,851.900144,h22
1999,100523,317.425758,h22
2000,100524,203.597493,h22
2001,100525,370.819038,h22
2002,100526,496.621862,h22
2003,100527,521.108595,h22
2004,100528,473.585726,h22
2005,100529,284.169014,h22
2006,100530,461.491822,h22
2007,100531,276.463242,h22
2008,100532,290.151523,h22
2009,100533,413.765654,h22
2010,100534,509.035144,h22
2011,100535,766.480074,h22
2012,100536,521.965323,h22
2013,100537,50.370366,h22
2014,100538,721.165846,h22
2015,100539,645.614115,h22
2016,100540,231.065197,h22
2017,100541,519.107653,h22
2018,100542,62.204496,h22
2019,100543,132.339617,h22
2020,100544,657.833906,h22
2021,100545,803.294941,h22
2022,100546,199.908033,h22
2023,100547,577.012439,h22
2024,100548,763.495749,h22
2025,100549,291.939261,h22
2026,100550,85.297963,h22
2027,100551,17.837763,h22
2028,100552,25.823613,h22
2029,100553,40.330969,h22
2030,100554,216.8731,h22
2031,100555,407.756947,h22
2032,100556,26.478775,h22
